==============================================================================
ReFS Object ID Table
==============================================================================
  Image:            win11refstestmftecmd.raw
  Partition start:  0x1000000
  Cluster size:     0x1000
  ReFS version:     3.14
  CPC:              0x4000 (shift=15)
  Container entries:63
  OID Table root:   [0x13c04, 0x13c05, 0x13c06, 0x13c07]
  OID Table phys:   [0x3c04, 0x3c05, 0x3c06, 0x3c07]

Total objects: 250

  OID      Name                             Root LCN Physical LCN    Sig Extra
  ----------------------------------------------------------------------------
    Absolute:   0x2618000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9b3 0x3
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x7a2 — Directory/File (0x7a2)
    Key (raw):  0000000000000000a207000000000000
    VLCN tuple: [0x13404, 0x13405, 0x13406, 0x13407]
    PLCN tuple: [0x3404, 0x3405, 0x3406, 0x3407]
    Absolute:   0x4404000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x98a 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x7a6 — Directory/File (0x7a6)
    Key (raw):  0000000000000000a607000000000000
    VLCN tuple: [0x12c14, 0x12c15, 0x12c16, 0x12c17]
    PLCN tuple: [0x2c14, 0x2c15, 0x2c16, 0x2c17]
    Absolute:   0x3c14000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9b3 0x3
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x7a7 — Directory/File (0x7a7)
    Key (raw):  0000000000000000a707000000000000
    VLCN tuple: [0x1241c, 0x1241d, 0x1241e, 0x1241f]
    PLCN tuple: [0x241c, 0x241d, 0x241e, 0x241f]
    Absolute:   0x341c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9b3 0x3
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x7a8 — Directory/File (0x7a8)
    Key (raw):  0000000000000000a807000000000000
    VLCN tuple: [0x10054, 0x10055, 0x10056, 0x10057]
    PLCN tuple: [0x54, 0x55, 0x56, 0x57]
    Absolute:   0x1054000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9b3 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x7ab — Directory/File (0x7ab)
    Key (raw):  0000000000000000ab07000000000000
    VLCN tuple: [0x12014, 0x12015, 0x12016, 0x12017]
    PLCN tuple: [0x2014, 0x2015, 0x2016, 0x2017]
    Absolute:   0x3014000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x98a 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7ae — Directory/File (0x7ae)
    Key (raw):  0000000000000000ae07000000000000
    VLCN tuple: [0x12e24, 0x12e25, 0x12e26, 0x12e27]
    PLCN tuple: [0x2e24, 0x2e25, 0x2e26, 0x2e27]
    Absolute:   0x3e24000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9b3 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7b0 — Directory/File (0x7b0)
    Key (raw):  0000000000000000b007000000000000
    VLCN tuple: [0x13e24, 0x13e25, 0x13e26, 0x13e27]
    PLCN tuple: [0x3e24, 0x3e25, 0x3e26, 0x3e27]
    Absolute:   0x4e24000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x98a 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7b1 — Directory/File (0x7b1)
    Key (raw):  0000000000000000b107000000000000
    VLCN tuple: [0x13e28, 0x13e29, 0x13e2a, 0x13e2b]
    PLCN tuple: [0x3e28, 0x3e29, 0x3e2a, 0x3e2b]
    Absolute:   0x4e28000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x98a 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7b2 — Directory/File (0x7b2)
    Key (raw):  0000000000000000b207000000000000
    VLCN tuple: [0x13624, 0x13625, 0x13626, 0x13627]
    PLCN tuple: [0x3624, 0x3625, 0x3626, 0x3627]
    Absolute:   0x4624000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x98a 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7b3 — Directory/File (0x7b3)
    Key (raw):  0000000000000000b307000000000000
    VLCN tuple: [0x13a50, 0x13a51, 0x13a52, 0x13a53]
    PLCN tuple: [0x3a50, 0x3a51, 0x3a52, 0x3a53]
    Absolute:   0x4a50000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  20 00 00 00 00 00 00 00                            .......

  OID 0x7b4 — Directory/File (0x7b4)
    Key (raw):  0000000000000000b407000000000000
    VLCN tuple: [0x12a30, 0x12a31, 0x12a32, 0x12a33]
    PLCN tuple: [0x2a30, 0x2a31, 0x2a32, 0x2a33]
    Absolute:   0x3a30000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  0a 00 00 00 00 00 00 00                           ........

  OID 0x7b5 — Directory/File (0x7b5)
    Key (raw):  0000000000000000b507000000000000
    VLCN tuple: [0x13428, 0x13429, 0x1342a, 0x1342b]
    PLCN tuple: [0x3428, 0x3429, 0x342a, 0x342b]
    Absolute:   0x4428000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  1d 00 00 00 00 00 00 00                           ........

  OID 0x7b7 — Directory/File (0x7b7)
    Key (raw):  0000000000000000b707000000000000
    VLCN tuple: [0x1083c, 0x1083d, 0x1083e, 0x1083f]
    PLCN tuple: [0x83c, 0x83d, 0x83e, 0x83f]
    Absolute:   0x183c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  17 00 00 00 00 00 00 00                           ........

  OID 0x7b9 — Directory/File (0x7b9)
    Key (raw):  0000000000000000b907000000000000
    VLCN tuple: [0x10064, 0x10065, 0x10066, 0x10067]
    PLCN tuple: [0x64, 0x65, 0x66, 0x67]
    Absolute:   0x1064000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  0c 00 00 00 00 00 00 00                           ........

  OID 0x7ba — Directory/File (0x7ba)
    Key (raw):  0000000000000000ba07000000000000
    VLCN tuple: [0x12838, 0x12839, 0x1283a, 0x1283b]
    PLCN tuple: [0x2838, 0x2839, 0x283a, 0x283b]
    Absolute:   0x3838000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x7bb — Directory/File (0x7bb)
    Key (raw):  0000000000000000bb07000000000000
    VLCN tuple: [0x10a30, 0x10a31, 0x10a32, 0x10a33]
    PLCN tuple: [0xa30, 0xa31, 0xa32, 0xa33]
    Absolute:   0x1a30000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  11 00 00 00 00 00 00 00                           ........

  OID 0x7bc — Directory/File (0x7bc)
    Key (raw):  0000000000000000bc07000000000000
    VLCN tuple: [0x10214, 0x10215, 0x10216, 0x10217]
    PLCN tuple: [0x214, 0x215, 0x216, 0x217]
    Absolute:   0x1214000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  10 00 00 00 00 00 00 00                           ........

  OID 0x7be — Directory/File (0x7be)
    Key (raw):  0000000000000000be07000000000000
    VLCN tuple: [0x13828, 0x13829, 0x1382a, 0x1382b]
    PLCN tuple: [0x3828, 0x3829, 0x382a, 0x382b]
    Absolute:   0x4828000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x7bf — Directory/File (0x7bf)
    Key (raw):  0000000000000000bf07000000000000
    VLCN tuple: [0x13420, 0x13421, 0x13422, 0x13423]
    PLCN tuple: [0x3420, 0x3421, 0x3422, 0x3423]
    Absolute:   0x4420000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  0e 00 00 00 00 00 00 00                           ........

  OID 0x7c0 — Directory/File (0x7c0)
    Key (raw):  0000000000000000c007000000000000
    VLCN tuple: [0x1320c, 0x1320d, 0x1320e, 0x1320f]
    PLCN tuple: [0x320c, 0x320d, 0x320e, 0x320f]
    Absolute:   0x420c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x7c1 — Directory/File (0x7c1)
    Key (raw):  0000000000000000c107000000000000
    VLCN tuple: [0x11c3c, 0x11c3d, 0x11c3e, 0x11c3f]
    PLCN tuple: [0x1c3c, 0x1c3d, 0x1c3e, 0x1c3f]
    Absolute:   0x2c3c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7c2 — Directory/File (0x7c2)
    Key (raw):  0000000000000000c207000000000000
    VLCN tuple: [0x13a38, 0x13a39, 0x13a3a, 0x13a3b]
    PLCN tuple: [0x3a38, 0x3a39, 0x3a3a, 0x3a3b]
    Absolute:   0x4a38000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  0e 00 00 00 00 00 00 00                           ........

  OID 0x7c3 — Directory/File (0x7c3)
    Key (raw):  0000000000000000c307000000000000
    VLCN tuple: [0x1220c, 0x1220d, 0x1220e, 0x1220f]
    PLCN tuple: [0x220c, 0x220d, 0x220e, 0x220f]
    Absolute:   0x320c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x7c4 — Directory/File (0x7c4)
    Key (raw):  0000000000000000c407000000000000
    VLCN tuple: [0x12e1c, 0x12e1d, 0x12e1e, 0x12e1f]
    PLCN tuple: [0x2e1c, 0x2e1d, 0x2e1e, 0x2e1f]
    Absolute:   0x3e1c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x7c6 — Directory/File (0x7c6)
    Key (raw):  0000000000000000c607000000000000
    VLCN tuple: [0x10c2c, 0x10c2d, 0x10c2e, 0x10c2f]
    PLCN tuple: [0xc2c, 0xc2d, 0xc2e, 0xc2f]
    Absolute:   0x1c2c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  13 00 00 00 00 00 00 00                           ........

  OID 0x7c7 — Directory/File (0x7c7)
    Key (raw):  0000000000000000c707000000000000
    VLCN tuple: [0x10e10, 0x10e11, 0x10e12, 0x10e13]
    PLCN tuple: [0xe10, 0xe11, 0xe12, 0xe13]
    Absolute:   0x1e10000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x7c9 — Directory/File (0x7c9)
    Key (raw):  0000000000000000c907000000000000
    VLCN tuple: [0x12638, 0x12639, 0x1263a, 0x1263b]
    PLCN tuple: [0x2638, 0x2639, 0x263a, 0x263b]
    Absolute:   0x3638000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x7ca — Directory/File (0x7ca)
    Key (raw):  0000000000000000ca07000000000000
    VLCN tuple: [0x11800, 0x11801, 0x11802, 0x11803]
    PLCN tuple: [0x1800, 0x1801, 0x1802, 0x1803]
    Absolute:   0x2800000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xae6 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7cb — Directory/File (0x7cb)
    Key (raw):  0000000000000000cb07000000000000
    VLCN tuple: [0x10428, 0x10429, 0x1042a, 0x1042b]
    PLCN tuple: [0x428, 0x429, 0x42a, 0x42b]
    Absolute:   0x1428000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  0a 00 00 00 00 00 00 00                           ........

  OID 0x7cc — Directory/File (0x7cc)
    Key (raw):  0000000000000000cc07000000000000
    VLCN tuple: [0x11c40, 0x11c41, 0x11c42, 0x11c43]
    PLCN tuple: [0x1c40, 0x1c41, 0x1c42, 0x1c43]
    Absolute:   0x2c40000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  0f 00 00 00 00 00 00 00                           ........

  OID 0x7d0 — Directory/File (0x7d0)
    Key (raw):  0000000000000000d007000000000000
    VLCN tuple: [0x11020, 0x11021, 0x11022, 0x11023]
    PLCN tuple: [0x1020, 0x1021, 0x1022, 0x1023]
    Absolute:   0x2020000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x7d1 — Directory/File (0x7d1)
    Key (raw):  0000000000000000d107000000000000
    VLCN tuple: [0x10a2c, 0x10a2d, 0x10a2e, 0x10a2f]
    PLCN tuple: [0xa2c, 0xa2d, 0xa2e, 0xa2f]
    Absolute:   0x1a2c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x7d2 — Directory/File (0x7d2)
    Key (raw):  0000000000000000d207000000000000
    VLCN tuple: [0x13a40, 0x13a41, 0x13a42, 0x13a43]
    PLCN tuple: [0x3a40, 0x3a41, 0x3a42, 0x3a43]
    Absolute:   0x4a40000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x7d4 — Directory/File (0x7d4)
    Key (raw):  0000000000000000d407000000000000
    VLCN tuple: [0x11420, 0x11421, 0x11422, 0x11423]
    PLCN tuple: [0x1420, 0x1421, 0x1422, 0x1423]
    Absolute:   0x2420000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7d6 — Directory/File (0x7d6)
    Key (raw):  0000000000000000d607000000000000
    VLCN tuple: [0x11814, 0x11815, 0x11816, 0x11817]
    PLCN tuple: [0x1814, 0x1815, 0x1816, 0x1817]
    Absolute:   0x2814000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x7d7 — Directory/File (0x7d7)
    Key (raw):  0000000000000000d707000000000000
    VLCN tuple: [0x10624, 0x10625, 0x10626, 0x10627]
    PLCN tuple: [0x624, 0x625, 0x626, 0x627]
    Absolute:   0x1624000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x7d9 — Directory/File (0x7d9)
    Key (raw):  0000000000000000d907000000000000
    VLCN tuple: [0x13610, 0x13611, 0x13612, 0x13613]
    PLCN tuple: [0x3610, 0x3611, 0x3612, 0x3613]
    Absolute:   0x4610000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7da — Directory/File (0x7da)
    Key (raw):  0000000000000000da07000000000000
    VLCN tuple: [0x11c38, 0x11c39, 0x11c3a, 0x11c3b]
    PLCN tuple: [0x1c38, 0x1c39, 0x1c3a, 0x1c3b]
    Absolute:   0x2c38000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  0e 00 00 00 00 00 00 00                           ........

  OID 0x7db — Directory/File (0x7db)
    Key (raw):  0000000000000000db07000000000000
    VLCN tuple: [0x1282c, 0x1282d, 0x1282e, 0x1282f]
    PLCN tuple: [0x282c, 0x282d, 0x282e, 0x282f]
    Absolute:   0x382c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x7dc — Directory/File (0x7dc)
    Key (raw):  0000000000000000dc07000000000000
    VLCN tuple: [0x13c24, 0x13c25, 0x13c26, 0x13c27]
    PLCN tuple: [0x3c24, 0x3c25, 0x3c26, 0x3c27]
    Absolute:   0x4c24000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  0a 00 00 00 00 00 00 00                           ........

  OID 0x7dd — Directory/File (0x7dd)
    Key (raw):  0000000000000000dd07000000000000
    VLCN tuple: [0x10a0c, 0x10a0d, 0x10a0e, 0x10a0f]
    PLCN tuple: [0xa0c, 0xa0d, 0xa0e, 0xa0f]
    Absolute:   0x1a0c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7e0 — Directory/File (0x7e0)
    Key (raw):  0000000000000000e007000000000000
    VLCN tuple: [0x13c0c, 0x13c0d, 0x13c0e, 0x13c0f]
    PLCN tuple: [0x3c0c, 0x3c0d, 0x3c0e, 0x3c0f]
    Absolute:   0x4c0c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7e1 — Directory/File (0x7e1)
    Key (raw):  0000000000000000e107000000000000
    VLCN tuple: [0x11620, 0x11621, 0x11622, 0x11623]
    PLCN tuple: [0x1620, 0x1621, 0x1622, 0x1623]
    Absolute:   0x2620000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x7e2 — Directory/File (0x7e2)
    Key (raw):  0000000000000000e207000000000000
    VLCN tuple: [0x10a24, 0x10a25, 0x10a26, 0x10a27]
    PLCN tuple: [0xa24, 0xa25, 0xa26, 0xa27]
    Absolute:   0x1a24000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x7e3 — Directory/File (0x7e3)
    Key (raw):  0000000000000000e307000000000000
    VLCN tuple: [0x10610, 0x10611, 0x10612, 0x10613]
    PLCN tuple: [0x610, 0x611, 0x612, 0x613]
    Absolute:   0x1610000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x7e4 — Directory/File (0x7e4)
    Key (raw):  0000000000000000e407000000000000
    VLCN tuple: [0x10604, 0x10605, 0x10606, 0x10607]
    PLCN tuple: [0x604, 0x605, 0x606, 0x607]
    Absolute:   0x1604000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7e5 — Directory/File (0x7e5)
    Key (raw):  0000000000000000e507000000000000
    VLCN tuple: [0x13834, 0x13835, 0x13836, 0x13837]
    PLCN tuple: [0x3834, 0x3835, 0x3836, 0x3837]
    Absolute:   0x4834000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x7e6 — Directory/File (0x7e6)
    Key (raw):  0000000000000000e607000000000000
    VLCN tuple: [0x11e18, 0x11e19, 0x11e1a, 0x11e1b]
    PLCN tuple: [0x1e18, 0x1e19, 0x1e1a, 0x1e1b]
    Absolute:   0x2e18000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7e7 — Directory/File (0x7e7)
    Key (raw):  0000000000000000e707000000000000
    VLCN tuple: [0x12238, 0x12239, 0x1223a, 0x1223b]
    PLCN tuple: [0x2238, 0x2239, 0x223a, 0x223b]
    Absolute:   0x3238000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x7e8 — Directory/File (0x7e8)
    Key (raw):  0000000000000000e807000000000000
    VLCN tuple: [0x11024, 0x11025, 0x11026, 0x11027]
    PLCN tuple: [0x1024, 0x1025, 0x1026, 0x1027]
    Absolute:   0x2024000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7e9 — Directory/File (0x7e9)
    Key (raw):  0000000000000000e907000000000000
    VLCN tuple: [0x1060c, 0x1060d, 0x1060e, 0x1060f]
    PLCN tuple: [0x60c, 0x60d, 0x60e, 0x60f]
    Absolute:   0x160c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x7ea — Directory/File (0x7ea)
    Key (raw):  0000000000000000ea07000000000000
    VLCN tuple: [0x11208, 0x11209, 0x1120a, 0x1120b]
    PLCN tuple: [0x1208, 0x1209, 0x120a, 0x120b]
    Absolute:   0x2208000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7eb — Directory/File (0x7eb)
    Key (raw):  0000000000000000eb07000000000000
    VLCN tuple: [0x10838, 0x10839, 0x1083a, 0x1083b]
    PLCN tuple: [0x838, 0x839, 0x83a, 0x83b]
    Absolute:   0x1838000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7ec — Directory/File (0x7ec)
    Key (raw):  0000000000000000ec07000000000000
    VLCN tuple: [0x10068, 0x10069, 0x1006a, 0x1006b]
    PLCN tuple: [0x68, 0x69, 0x6a, 0x6b]
    Absolute:   0x1068000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x7ed — Directory/File (0x7ed)
    Key (raw):  0000000000000000ed07000000000000
    VLCN tuple: [0x1240c, 0x1240d, 0x1240e, 0x1240f]
    PLCN tuple: [0x240c, 0x240d, 0x240e, 0x240f]
    Absolute:   0x340c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7ee — Directory/File (0x7ee)
    Key (raw):  0000000000000000ee07000000000000
    VLCN tuple: [0x10220, 0x10221, 0x10222, 0x10223]
    PLCN tuple: [0x220, 0x221, 0x222, 0x223]
    Absolute:   0x1220000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
