==============================================================================
ReFS Directory Tree
==============================================================================
  Image:           win11refstestmftecmd.raw
  ReFS version:    3.14
  Cluster size:    0x1000
  Objects:         250
  Start OID:       0x600
  Start name:      Root Directory

  Total entries:   1744 (237 directories, 1507 files, 84 ADS)

  Type  OID          Attrs            Size Modified             Path
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/dir_archive_332421/xbpt_sync_kilo_590293.bak
   ADS                                  46                      testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/dir_archive_332421/xbpt_sync_kilo_590293.bak:hidden_7189
  FILE  0x821        ARCHIVE        448844 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_alpha_lima_798523.bin
  FILE  0x821        ARCHIVE         21290 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_alpha_sierra_500102.cfg
  FILE  0x831        ARCHIVE        247899 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_hardlink_archive_876283.xml
  FILE  0x81c        ARCHIVE        104953 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_hardlink_cache_319594.md
  FILE  0x826        ARCHIVE           128 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_hardlink_log_559872.xml
  FILE  0x820        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_hardlink_oscar_665622.lnk
  FILE  0x819        ARCHIVE        425160 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_hardlink_temp_237505.json
  FILE  0x819        ARCHIVE        425160 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_hardlink_victor_875568.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_lima_delta_391972.ini
   ADS                                  46                      testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_lima_delta_391972.ini:hidden_3382
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_symlink_beta_760193.lnk
  FILE  0x821        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_symlink_data_948284.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_symlink_papa_152777.lnk
  FILE  0x821        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_symlink_yankee_461939.lnk
  FILE  0x821        ARCHIVE          6305 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_temp_papa_480015.cfg
  FILE  0x821        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_cache_422839/xbpt_whiskey_victor_456937.lnk
  DIR   0x838        DIRECTORY             2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_config_486765
  FILE  0x838        ARCHIVE         90920 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_config_486765/xbpt_foxtrot_record_100625.tmp
  FILE  0x838        ARCHIVE        332780 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/dir_config_486765/xbpt_sync_sync_492176.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_backup_report_993563.json
  FILE  0x82a        ARCHIVE         56558 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_cache_echo_101147.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_delta_backup_436081.bin
   ADS                                  46                      testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_delta_backup_436081.bin:hidden_4137
  FILE  0x81c        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_hardlink_archive_775977.lnk
  FILE  0x81a        ARCHIVE        387957 2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_hardlink_kilo_270086.cfg
  FILE  0x819        ARCHIVE        150451 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_hardlink_yankee_831226.bak
  FILE  0x819        ARCHIVE        462873 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_index_oscar_734738.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:54  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_large_13mb_papa_817751.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_output_config_130454.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_romeo_tango_979270.tmp
  FILE  0x82a        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_symlink_archive_596028.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_symlink_audit_343822.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_symlink_gamma_144553.lnk
  FILE  0x82a        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_symlink_sierra_519320.lnk
  FILE  0x82a        ARCHIVE        207996 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_india_641930/xbpt_trace_quebec_577714.bin
  DIR   0x81c        DIRECTORY             2026-05-23 07:53:54  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907
  DIR   0x864        DIRECTORY             2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_archive_251373
  DIR   0x83a        DIRECTORY             2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752
  DIR   0x85f        DIRECTORY             2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/dir_data_473414
  FILE  0x81d        ARCHIVE        139550 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/dir_data_473414/xbpt_hardlink_cache_562624.bak
  FILE  0x81c        ARCHIVE        411146 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_beta_data_817933.dat
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_echo_lima_608013.lnk
  FILE  0x838        ARCHIVE         90920 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_hardlink_sierra_715194.tmp
  FILE  0x81c        ARCHIVE        412315 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_hardlink_tango_632919.dat
  FILE  0x83a        ARCHIVE        420981 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_sierra_log_522943.json
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_symlink_kilo_800244.lnk
  FILE  0x83a        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_symlink_record_114151.lnk
  FILE  0x83a        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_symlink_report_958160.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_symlink_victor_900252.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/dir_cache_820752/xbpt_yankee_output_556619.ini
  FILE  0x81c        ARCHIVE         27754 2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_audit_mike_824257.log
  FILE  0x81c        ARCHIVE        398046 2026-05-23 07:53:54  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_config_sierra_576269.md
  FILE  0x81c        ARCHIVE         21292 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_config_sync_869024.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_echo_log_788132.txt
  FILE  0x83a        ARCHIVE        420981 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_archive_372677.json
  FILE  0x82a        ARCHIVE        207996 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_echo_458183.bin
  FILE  0x821        ARCHIVE          6305 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_kilo_340963.cfg
  FILE  0x81a        ARCHIVE        144095 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_log_676623.md
  FILE  0x819        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_mike_291955.lnk
  FILE  0x81a        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_november_234157.lnk
  FILE  0x819        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_trace_449625.lnk
  FILE  0x81d        ARCHIVE         84213 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_trace_582428.json
  FILE  0x819        ARCHIVE        378414 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_yankee_108900.bak
  FILE  0x818        ARCHIVE        514719 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hardlink_zulu_755897.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hotel_backup_546532.tmp
   ADS                                  46                      testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_hotel_backup_546532.tmp:hidden_5331
  FILE  0x81c        ARCHIVE        412315 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_log_alpha_992477.dat
  FILE  0x824        ARCHIVE        150416 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_mike_beta_811261.tmp
  FILE  (resident)   ARCHIVE             0 2024-11-17 07:48:36  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_oscar_audit_617257.json
   ADS                                  46                      testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_oscar_audit_617257.json:hidden_1218
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:54  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_oscar_index_663316.json
  FILE  0x81c        ARCHIVE        114623 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_papa_archive_698796.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_report_hotel_952691.bin
  FILE  0x81c        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_sierra_papa_493652.lnk
  FILE  0x81c        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_symlink_audit_699430.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_symlink_draft_738221.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_symlink_romeo_261655.lnk
  FILE  0x81c        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_symlink_romeo_618064.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_symlink_tango_845857.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_symlink_trace_866671.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_trace_audit_194295.json
  FILE  0x81c        ARCHIVE        510161 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_victor_yankee_759456.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/dir_kilo_987907/xbpt_yankee_temp_129426.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_cache_archive_833633.cfg
  FILE  0x81f        ARCHIVE        339070 2024-07-02 07:49:01  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_beta_222943.txt
  FILE  0x81c        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_hotel_299110.lnk
  FILE  0x818        ARCHIVE        254576 2026-04-18 07:48:17  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_index_906427.json
  FILE  0x81e        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_india_408587.lnk
  FILE  0x81a        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_november_153518.lnk
  FILE  0x819        ARCHIVE           128 2025-05-28 07:50:04  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_hardlink_quebec_103258.csv
  FILE  0x81c        ARCHIVE           128 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_lima_draft_563667.bin
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_symlink_config_585821.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_symlink_gamma_837222.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_symlink_hotel_226146.lnk
  FILE  0x81b        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_symlink_kilo_719573.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_symlink_report_408917.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_symlink_sync_229547.lnk
  FILE  0x818        0x8000         252652 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/dir_lima_228687/xbpt_tango_lima_130282.dat
  FILE  0x818        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:46  testintegrity/dir_romeo_348517/xbpt_beta_index_476236.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:50  testintegrity/dir_romeo_348517/xbpt_delta_hotel_266388.json
   ADS                                  46                      testintegrity/dir_romeo_348517/xbpt_delta_hotel_266388.json:hidden_2477
  FILE  0x81d        ARCHIVE        139550 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/xbpt_gamma_romeo_253136.bak
  FILE  0x822        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/xbpt_hardlink_backup_932249.lnk
  FILE  0x819        ARCHIVE        150451 2022-01-16 07:49:30  testintegrity/dir_romeo_348517/xbpt_hardlink_india_193722.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:54  testintegrity/dir_romeo_348517/xbpt_large_99mb_oscar_546061.log
  FILE  0x81d        ARCHIVE           128 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/xbpt_lima_romeo_166139.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:52  testintegrity/dir_romeo_348517/xbpt_oscar_echo_988315.json
  FILE  0x818        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_romeo_348517/xbpt_quebec_config_670685.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:51  testintegrity/dir_romeo_348517/xbpt_quebec_data_511220.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_romeo_348517/xbpt_report_uniform_552965.xml
  FILE  0x81d        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/xbpt_symlink_india_621928.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/xbpt_symlink_log_820108.lnk
  FILE  0x81d        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/xbpt_symlink_record_315928.lnk
  FILE  0x81d        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_romeo_348517/xbpt_symlink_romeo_996165.lnk
  FILE  (resident)   ARCHIVE             0 2022-05-22 07:48:52  testintegrity/dir_romeo_348517/xbpt_tango_record_968896.md
  FILE  0x81d        ARCHIVE         84213 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/xbpt_temp_romeo_257411.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:49  testintegrity/dir_romeo_348517/xbpt_zulu_index_720705.lnk
   ADS                                  46                      testintegrity/dir_romeo_348517/xbpt_zulu_index_720705.lnk:hidden_1200
  DIR   0x822        DIRECTORY             2026-05-23 07:53:54  testintegrity/dir_tango_306249
  DIR   0x886        DIRECTORY             2026-05-23 07:53:54  testintegrity/dir_tango_306249/dir_papa_595973
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:52  testintegrity/dir_tango_306249/xbpt_delta_log_857078.csv
   ADS                                  46                      testintegrity/dir_tango_306249/xbpt_delta_log_857078.csv:hidden_8808
  FILE  0x81f        ARCHIVE         43263 2026-05-23 07:53:49  testintegrity/dir_tango_306249/xbpt_hardlink_backup_571101.md
  FILE  0x81e        ARCHIVE         21290 2026-05-23 07:53:48  testintegrity/dir_tango_306249/xbpt_hardlink_backup_574189.cfg
  FILE  0x81c        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_tango_306249/xbpt_hardlink_config_304268.lnk
  FILE  0x818        ARCHIVE        252652 2026-05-23 07:53:50  testintegrity/dir_tango_306249/xbpt_hardlink_whiskey_641860.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_tango_306249/xbpt_log_archive_280792.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_tango_306249/xbpt_quebec_audit_816796.ini
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/dir_tango_306249/xbpt_symlink_audit_901343.lnk
  FILE  0x822        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_tango_306249/xbpt_symlink_beta_724153.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:50  testintegrity/dir_tango_306249/xbpt_symlink_hotel_430990.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/dir_tango_306249/xbpt_symlink_mike_445436.lnk
  FILE  0x822        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:50  testintegrity/dir_tango_306249/xbpt_symlink_victor_170478.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:48  testintegrity/dir_tango_306249/xbpt_symlink_whiskey_434761.lnk
  FILE  0x819        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_tango_306249/xbpt_tango_whiskey_542572.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:50  testintegrity/dir_tango_306249/xbpt_temp_report_616624.tmp
   ADS                                  46                      testintegrity/dir_tango_306249/xbpt_temp_report_616624.tmp:hidden_4015
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:49  testintegrity/dir_tango_306249/xbpt_uniform_quebec_717296.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:01:36  testintegrity/dotnet-sdk-9.0.314-win-x64.exe
   ADS                                   7                      testintegrity/dotnet-sdk-9.0.314-win-x64.exe:SmartScreen
  FILE  0x818        ARCHIVE        514719 2026-05-23 07:53:47  testintegrity/xbpt_archive_report_116041.dat
  FILE  0x81a        ARCHIVE        144095 2026-05-23 07:53:47  testintegrity/xbpt_cache_draft_476266.md
  FILE  0x818        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/xbpt_data_romeo_144525.lnk
  FILE  0x818        ARCHIVE        139725 2026-05-23 07:53:53  testintegrity/xbpt_foxtrot_kilo_188200.bin
  FILE  0x818        0x8000         254576 2026-04-18 07:48:17  testintegrity/xbpt_gamma_data_633866.json
  FILE  0x818        ARCHIVE        451851 2021-12-28 07:49:15  testintegrity/xbpt_hardlink_backup_104228.log
  FILE  0x830        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:50  testintegrity/xbpt_hardlink_beta_861174.lnk
  FILE  0x81d        ARCHIVE         39595 2026-05-23 07:53:51  testintegrity/xbpt_hardlink_draft_751357.json
  FILE  0x81c        ARCHIVE        510161 2026-05-23 07:53:51  testintegrity/xbpt_hardlink_foxtrot_793591.json
  FILE  0x818        ARCHIVE        139725 2026-05-23 07:53:51  testintegrity/xbpt_hardlink_quebec_884679.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:49  testintegrity/xbpt_hotel_record_380235.bak
   ADS                                  46                      testintegrity/xbpt_hotel_record_380235.bak:hidden_8210
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:50  testintegrity/xbpt_index_victor_598659.bak
   ADS                                  46                      testintegrity/xbpt_index_victor_598659.bak:hidden_1042
  FILE  0x818        ARCHIVE        254576 2026-05-23 07:53:49  testintegrity/xbpt_india_lima_261899.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:51  testintegrity/xbpt_india_record_576445.dat
  FILE  0x818        ARCHIVE        252652 2023-01-05 07:48:06  testintegrity/xbpt_india_yankee_623909.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:52  testintegrity/xbpt_mike_india_351395.cfg
  FILE  0x818        ARCHIVE        358779 2026-05-23 07:53:48  testintegrity/xbpt_output_sierra_946792.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:52  testintegrity/xbpt_report_uniform_305239.json
   ADS                                  46                      testintegrity/xbpt_report_uniform_305239.json:hidden_7004
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:52  testintegrity/xbpt_symlink_audit_371491.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:52  testintegrity/xbpt_symlink_config_639262.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:53  testintegrity/xbpt_symlink_hotel_610754.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:49  testintegrity/xbpt_symlink_quebec_178277.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:51  testintegrity/xbpt_symlink_victor_768826.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:52  testintegrity/xbpt_sync_delta_680809.log
   ADS                                  46                      testintegrity/xbpt_sync_delta_680809.log:hidden_2038
  FILE  0x818        ARCHIVE        451851 2026-05-23 07:53:53  testintegrity/xbpt_uniform_kilo_835445.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:51  testintegrity/xbpt_uniform_tango_116837.lnk
   ADS                                  46                      testintegrity/xbpt_uniform_tango_116837.lnk:hidden_2435
  DIR   0x7b3        DIRECTORY             2026-05-23 07:44:23  testspecials
  DIR   0x7c6        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113
  DIR   0x7dc        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_data_161769
  DIR   0x809        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_data_161769/dir_november_478490
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_data_161769/dir_november_478490/xbpt_victor_oscar_492261.dat
  DIR   0x80a        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_data_161769/dir_uniform_821414
