==============================================================================
ReFS Directory Tree
==============================================================================
  Image:           win11refstestmftecmd.raw
  ReFS version:    3.14
  Cluster size:    0x1000
  Objects:         250
  Start OID:       0x600
  Start name:      Root Directory

  Total entries:   1744 (237 directories, 1507 files, 84 ADS)

  Type  OID          Attrs            Size Modified             Path
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_data_161769/dir_uniform_821414/xbpt_output_uniform_595386.txt
   ADS                                  46                      testspecials/dir_echo_260113/dir_data_161769/dir_uniform_821414/xbpt_output_uniform_595386.txt:hidden_2478
  FILE  0x7c2        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_data_161769/xbpt_hardlink_oscar_608381.lnk
  FILE  0x7cc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_data_161769/xbpt_index_audit_802623.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_data_161769/xbpt_index_kilo_420810.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_data_161769/xbpt_index_temp_611470.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_data_161769/xbpt_record_sync_360814.json
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_data_161769/xbpt_symlink_audit_845545.lnk
  FILE  0x7dc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_data_161769/xbpt_symlink_oscar_733614.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_data_161769/xbpt_symlink_sierra_101439.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_data_161769/xbpt_symlink_trace_487746.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_data_161769/xbpt_symlink_zulu_969869.lnk
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_data_161769/xbpt_zulu_config_772524.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_data_161769/xbpt_zulu_zulu_466281.ini
  DIR   0x7ec        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663
  DIR   0x812        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_beta_530099
  DIR   0x814        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_data_753513
  FILE  0x7b3        ARCHIVE        206608 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_data_753513/xbpt_hardlink_yankee_145607.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_data_753513/xbpt_sierra_mike_430189.csv
  DIR   0x7b5        DIRECTORY             2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164
  DIR   0x7d6        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_beta_trace_639147.txt
  FILE  0x7b3        ARCHIVE        345969 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_hardlink_draft_529909.cfg
  FILE  0x7c0        ARCHIVE        110978 2026-05-23 07:44:18  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_hardlink_log_363834.cfg
  FILE  0x7b3        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_hardlink_uniform_216653.lnk
  FILE  0x7d6        ARCHIVE           128 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_india_india_649980.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_lima_archive_994389.md
   ADS                                  46                      testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_lima_archive_994389.md:hidden_9789
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_symlink_audit_767711.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_symlink_data_580569.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_symlink_foxtrot_819195.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:18  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936/xbpt_symlink_victor_953584.lnk
  DIR   0x7e8        DIRECTORY             2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_mike_773930
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_mike_773930/xbpt_report_sync_621631.ini
  DIR   0x806        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_output_863714
  DIR   0x7e7        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909
  DIR   0x7f9        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909/dir_audit_771203
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909/xbpt_audit_output_933962.bin
   ADS                                  46                      testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909/xbpt_audit_output_933962.bin:hidden_2209
  FILE  0x7e7        ARCHIVE         37401 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909/xbpt_data_yankee_741785.lnk
  FILE  0x7b5        ARCHIVE             0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909/xbpt_hardlink_echo_299249.json
  FILE  0x7e7        ARCHIVE        267822 2026-05-23 07:44:18  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909/xbpt_hotel_delta_989051.cfg
  FILE  0x7b3        ARCHIVE        448148 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_backup_delta_269905.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_cache_uniform_131729.bin
  FILE  0x7b5        ARCHIVE         83234 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_draft_delta_690575.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_draft_output_716294.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_draft_zulu_409849.ini
  FILE  0x7b5        ARCHIVE         83234 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_hardlink_backup_371800.dat
  FILE  0x7b3        ARCHIVE        448148 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_hardlink_delta_451055.xml
  FILE  0x7b3        ARCHIVE        455786 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_hardlink_draft_275004.xml
  FILE  0x7b3        ARCHIVE        342829 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_hardlink_kilo_974260.md
  FILE  0x7c6        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_hardlink_sierra_538587.lnk
  FILE  0x7d0        ARCHIVE        355192 2026-05-23 07:44:18  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_hardlink_sync_621989.txt
  FILE  0x7dc        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_hardlink_tango_782497.lnk
  FILE  0x7da        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_index_quebec_823563.lnk
  FILE  0x7b5        ARCHIVE           128 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_mike_trace_623952.md
  FILE  0x7b5        ARCHIVE        145231 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_output_trace_781037.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_sierra_sync_530132.txt
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_beta_482392.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_cache_264065.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_config_406534.lnk
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_config_546138.lnk
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_kilo_195702.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_kilo_273575.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_log_172526.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_output_868068.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_papa_156542.lnk
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_record_779404.lnk
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_romeo_103509.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_sync_464280.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_symlink_uniform_328763.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_tango_hotel_747257.cfg
   ADS                                  46                      testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_tango_hotel_747257.cfg:hidden_4822
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_temp_mike_389982.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_trace_record_242163.bak
   ADS                                  46                      testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_trace_record_242163.bak:hidden_2880
  FILE  0x7b5        ARCHIVE        427387 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/xbpt_yankee_record_478613.cfg
  DIR   0x7f0        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871
  DIR   0x7f4        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_lima_762294
  DIR   0x804        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_output_281065
  DIR   0x7f7        DIRECTORY             2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_output_980353
  DIR   0x7bc        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637
  DIR   0x7d7        DIRECTORY             2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532
  DIR   0x7dd        DIRECTORY             2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/dir_data_980105
  DIR   0x7e0        DIRECTORY             2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/dir_romeo_714523
  FILE  0x7b3        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/xbpt_cache_tango_793769.lnk
  FILE  0x7d0        ARCHIVE        355192 2026-05-23 07:44:18  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/xbpt_hardlink_index_847909.txt
  FILE  0x7b7        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/xbpt_hardlink_sierra_560346.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/xbpt_symlink_log_194137.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/xbpt_symlink_romeo_710079.lnk
  FILE  0x7d7        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/xbpt_symlink_sierra_403306.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532/xbpt_symlink_sierra_709734.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_alpha_data_475819.csv
   ADS                                  46                      testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_alpha_data_475819.csv:hidden_4469
  FILE  0x7bc        ARCHIVE           128 2026-05-23 07:44:17  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_archive_draft_753371.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_cache_alpha_695074.dat
  FILE  0x7bc        ARCHIVE        344112 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_delta_zulu_305217.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_foxtrot_draft_521951.md
   ADS                                  46                      testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_foxtrot_draft_521951.md:hidden_4570
  FILE  0x7b4        ARCHIVE        355192 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_archive_898207.txt
  FILE  0x7b7        ARCHIVE        403328 2026-05-23 07:44:21  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_backup_226307.bak
  FILE  0x7d7        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_backup_941996.lnk
  FILE  0x7b5        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_india_124696.lnk
  FILE  0x7b3        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_lima_691126.lnk
  FILE  0x7cb        ARCHIVE        445206 2026-05-23 07:44:18  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_log_259220.txt
  FILE  0x7ec        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:22  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_quebec_294531.lnk
  FILE  0x7b3        ARCHIVE        207836 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_sync_719534.log
  FILE  0x7b3        REPARSE_POINT          0 2026-05-23 07:44:16  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_hardlink_yankee_895795.lnk
  FILE  0x7bc        ARCHIVE        332143 2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_mike_quebec_611385.bin
  FILE  0x7d2        ARCHIVE        209371 2026-05-23 07:44:23  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_papa_oscar_471922.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_romeo_backup_498646.log
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:19  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_symlink_alpha_103893.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:44:20  testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/xbpt_symlink_alpha_712574.lnk
