seq,timestamp,action,path,name,oid,opcodes,record_count,plcn,image
717,2026-05-23T07:34:04.129Z,CREATE,OID 0x76b,elvis_dir_tango_787748,0x76b,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,33775,win11refstestmftecmd.raw
718,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x754,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33777,win11refstestmftecmd.raw
719,2026-05-23T07:34:04.056Z,RENAME,/test,elvis_dir_data_501822,0x73f,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33778,win11refstestmftecmd.raw
720,,ALLOCATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,ALLOCATE,1,33780,win11refstestmftecmd.raw
721,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,UPDATE_STREAM,1,33781,win11refstestmftecmd.raw
722,2026-05-23T07:34:04.189Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_sync_echo_156375.ini,0x74e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33782,win11refstestmftecmd.raw
723,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x74e,UPDATE_STREAM,1,33783,win11refstestmftecmd.raw
724,2026-05-23T07:34:04.195Z,CREATE,/test/elvis_dir_india_800575,xbpt_oscar_backup_284025.json,0x760,INSERT_ROW INSERT_ROW SET_OBJECT,3,33784,win11refstestmftecmd.raw
725,,STREAM_UPD,/test/elvis_dir_india_800575,,0x760,UPDATE_STREAM,1,33785,win11refstestmftecmd.raw
726,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x74e,DELETE_ROW REPARENT_TABLE INSERT_ROW,3,33786,win11refstestmftecmd.raw
727,,REPARENT,/test,,0x73f,DELETE_ROW REPARENT_TABLE INSERT_ROW,3,33788,win11refstestmftecmd.raw
728,2026-05-23T07:34:04.256Z,CREATE,/test/elvis_dir_index_149423,xbpt_sync_output_795963.bin,0x75f,INSERT_ROW INSERT_ROW SET_OBJECT,3,33789,win11refstestmftecmd.raw
729,,STREAM_UPD,/test/elvis_dir_index_149423,,0x75f,UPDATE_STREAM,1,33790,win11refstestmftecmd.raw
730,2026-05-23T07:34:04.318Z,CREATE,/test/elvis_dir_record_449015,xbpt_alpha_echo_381900.ini,0x74c,INSERT_ROW INSERT_ROW SET_OBJECT,3,33794,win11refstestmftecmd.raw
731,,STREAM_UPD,/test/elvis_dir_record_449015,,0x74c,UPDATE_STREAM,1,33795,win11refstestmftecmd.raw
732,2026-05-23T07:34:04.338Z,CREATE,/test/elvis_dir_india_800575,xbpt_output_victor_198806.ini,0x760,INSERT_ROW INSERT_ROW SET_OBJECT,3,33796,win11refstestmftecmd.raw
733,,STREAM_UPD,/test/elvis_dir_india_800575,,0x760,UPDATE_STREAM,1,33797,win11refstestmftecmd.raw
734,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33798,win11refstestmftecmd.raw
735,2026-05-23T07:34:04.348Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,xbpt_kilo_sync_474043.csv,0x75e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33799,win11refstestmftecmd.raw
736,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,UPDATE_STREAM,1,33800,win11refstestmftecmd.raw
737,,ALLOCATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,ALLOCATE,1,33802,win11refstestmftecmd.raw
738,2026-05-23T07:34:04.392Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,xbpt_archive_sierra_974936.cfg,0x75e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33803,win11refstestmftecmd.raw
739,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,UPDATE_STREAM,1,33804,win11refstestmftecmd.raw
740,2023-05-14T07:16:43.232Z,CREATE,/test/elvis_dir_record_449015,xbpt_hardlink_echo_387599.ini,0x74c,INSERT_ROW INSERT_ROW,2,33806,win11refstestmftecmd.raw
741,2026-05-23T07:34:04.412Z,CREATE,/test,xbpt_symlink_output_831744.lnk,0x73f,INSERT_ROW INSERT_ROW SET_OBJECT,3,33807,win11refstestmftecmd.raw
742,2026-05-23T07:34:04.476Z,CREATE,/test/elvis_dir_india_800575,xbpt_log_beta_973172.txt,0x760,INSERT_ROW INSERT_ROW SET_OBJECT,3,33809,win11refstestmftecmd.raw
743,,STREAM_UPD,/test/elvis_dir_india_800575,,0x760,UPDATE_STREAM,1,33810,win11refstestmftecmd.raw
744,2026-05-23T07:34:04.485Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_lima_252141,xbpt_alpha_delta_877195.json,0x767,INSERT_ROW INSERT_ROW SET_OBJECT,3,33811,win11refstestmftecmd.raw
745,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141,,0x767,UPDATE_STREAM,1,33812,win11refstestmftecmd.raw
746,2024-12-12T07:16:57.786Z,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462,,0x740,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM UPDATE_DATA_WITH UPDATE_STREAM,8,33814,win11refstestmftecmd.raw
747,2026-05-23T07:34:04.155Z,RENAME,/test,elvis_dir_november_514349,0x73f,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33815,win11refstestmftecmd.raw
748,2026-05-23T07:34:04.524Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,xbpt_log_mike_997799.bin,0x75e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33816,win11refstestmftecmd.raw
749,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,UPDATE_STREAM,1,33817,win11refstestmftecmd.raw
750,2026-05-23T07:34:04.406Z,RENAME,/test/elvis_dir_papa_805353,elvis_dir_kilo_689693,0x762,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33818,win11refstestmftecmd.raw
751,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x74e,DELETE_ROW REPARENT_TABLE INSERT_ROW,3,33819,win11refstestmftecmd.raw
752,,STREAM_UPD,/test/elvis_dir_record_449015,,0x74c,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33820,win11refstestmftecmd.raw
753,2026-05-23T07:34:04.600Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_config_log_890790.bak,0x74d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33825,win11refstestmftecmd.raw
754,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_STREAM,1,33826,win11refstestmftecmd.raw
755,2026-05-23T07:34:04.616Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_audit_sync_528794.xml,0x74d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33828,win11refstestmftecmd.raw
756,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_STREAM,1,33829,win11refstestmftecmd.raw
757,2026-05-23T07:34:04.662Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,xbpt_delta_log_234524.log,0x75e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33830,win11refstestmftecmd.raw
758,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,UPDATE_STREAM,1,33831,win11refstestmftecmd.raw
759,2026-05-23T07:34:04.667Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,xbpt_log_romeo_711888.cfg,0x76d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33832,win11refstestmftecmd.raw
760,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,,0x76d,UPDATE_STREAM,1,33833,win11refstestmftecmd.raw
761,2026-05-23T07:34:04.682Z,CREATE,/test,xbpt_config_log_982725.bin,0x73f,INSERT_ROW INSERT_ROW SET_OBJECT,3,33834,win11refstestmftecmd.raw
762,,STREAM_UPD,/test,,0x73f,UPDATE_STREAM,1,33835,win11refstestmftecmd.raw
763,,MODIFY,/test/elvis_dir_record_449015/elvis_dir_lima_252141,,0x767,FREE,1,33837,win11refstestmftecmd.raw
764,2026-05-23T07:34:04.741Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923,xbpt_zulu_papa_839258.bin,0x76c,INSERT_ROW INSERT_ROW SET_OBJECT,3,33838,win11refstestmftecmd.raw
765,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923,,0x76c,UPDATE_STREAM,1,33839,win11refstestmftecmd.raw
766,2026-05-23T07:34:04.746Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923,xbpt_archive_record_387558.cfg,0x76c,INSERT_ROW INSERT_ROW SET_OBJECT,3,33840,win11refstestmftecmd.raw
767,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923,,0x76c,UPDATE_STREAM,1,33841,win11refstestmftecmd.raw
768,2026-05-23T07:34:04.765Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,xbpt_trace_gamma_472483.cfg,0x76d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33843,win11refstestmftecmd.raw
769,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,,0x76d,UPDATE_STREAM,1,33844,win11refstestmftecmd.raw
770,2026-05-23T07:34:04.769Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923,xbpt_temp_uniform_753565.cfg,0x76c,INSERT_ROW INSERT_ROW SET_OBJECT,3,33845,win11refstestmftecmd.raw
771,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923,,0x76c,UPDATE_STREAM,1,33846,win11refstestmftecmd.raw
772,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x744,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33848,win11refstestmftecmd.raw
773,2026-05-23T07:34:04.797Z,CREATE,/test/elvis_dir_victor_783323,xbpt_quebec_echo_201709.md,0x754,INSERT_ROW INSERT_ROW SET_OBJECT,3,33849,win11refstestmftecmd.raw
774,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x754,UPDATE_STREAM,1,33850,win11refstestmftecmd.raw
775,2026-05-23T07:34:04.806Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_papa_index_238422.csv,0x74d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33851,win11refstestmftecmd.raw
776,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_STREAM,1,33852,win11refstestmftecmd.raw
777,,MODIFY,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_ROW,1,33856,win11refstestmftecmd.raw
778,2026-05-23T07:34:04.861Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165,xbpt_log_foxtrot_796125.ini,0x76e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33858,win11refstestmftecmd.raw
779,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165,,0x76e,UPDATE_STREAM,1,33859,win11refstestmftecmd.raw
780,,STREAM_UPD,/test/elvis_dir_papa_805353,,0x762,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33860,win11refstestmftecmd.raw
781,,ALLOCATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,ALLOCATE,1,33861,win11refstestmftecmd.raw
782,2026-05-23T07:34:04.901Z,CREATE,OID 0x770,elvis_dir_beta_786640,0x770,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,33864,win11refstestmftecmd.raw
783,2026-05-23T07:34:04.941Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_index_temp_198731.cfg,0x744,INSERT_ROW INSERT_ROW SET_OBJECT,3,33867,win11refstestmftecmd.raw
784,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x744,UPDATE_STREAM,1,33868,win11refstestmftecmd.raw
785,,STREAM_UPD,/test/elvis_dir_record_449015,,0x74c,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33869,win11refstestmftecmd.raw
786,2026-05-23T07:34:01.989Z,RENAME,/test/elvis_dir_record_449015/elvis_dir_papa_104235,xbpt_yankee_foxtrot_198114.bak,0x75e,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33872,win11refstestmftecmd.raw
787,2026-05-23T07:34:04.986Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,xbpt_audit_sierra_999014.csv,0x76d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33874,win11refstestmftecmd.raw
788,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,,0x76d,UPDATE_STREAM,1,33875,win11refstestmftecmd.raw
789,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,xbpt_draft_cache_206712.txt,0x752,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,33876,win11refstestmftecmd.raw
790,2026-05-23T07:34:04.995Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_delta_index_661828.xml,0x74d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33877,win11refstestmftecmd.raw
791,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_STREAM,1,33878,win11refstestmftecmd.raw
792,,STREAM_UPD,/test/elvis_dir_papa_805353,,0x762,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33882,win11refstestmftecmd.raw
793,2026-05-23T07:34:05.045Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923,xbpt_zulu_echo_160107.cfg,0x76c,INSERT_ROW INSERT_ROW SET_OBJECT,3,33883,win11refstestmftecmd.raw
794,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923,,0x76c,UPDATE_STREAM,1,33884,win11refstestmftecmd.raw
795,2026-05-23T07:34:05.067Z,CREATE,/test,xbpt_whiskey_sierra_446370.txt,0x73f,INSERT_ROW INSERT_ROW SET_OBJECT,3,33885,win11refstestmftecmd.raw
796,,STREAM_UPD,/test,,0x73f,UPDATE_STREAM,1,33886,win11refstestmftecmd.raw
797,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141,,0x767,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33887,win11refstestmftecmd.raw
798,,DELETE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,DELETE_TABLE DELETE_ROW DELETE_ROW DELETE_TABLE,4,33889,win11refstestmftecmd.raw
799,2026-05-23T07:33:58.883Z,RENAME,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_papa_temp_918582.dat,0x741,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33890,win11refstestmftecmd.raw
800,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x754,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33892,win11refstestmftecmd.raw
801,2026-05-23T07:34:05.112Z,CREATE,/test/elvis_dir_index_149423,xbpt_config_sync_830891.tmp,0x75f,INSERT_ROW INSERT_ROW SET_OBJECT,3,33894,win11refstestmftecmd.raw
802,,STREAM_UPD,/test/elvis_dir_index_149423,,0x75f,UPDATE_STREAM,1,33895,win11refstestmftecmd.raw
803,2026-05-23T07:34:04.956Z,RENAME,/test/elvis_dir_record_449015/elvis_dir_lima_252141,elvis_dir_tango_224437,0x767,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33896,win11refstestmftecmd.raw
804,2026-05-23T07:34:05.130Z,CREATE,/test/elvis_dir_papa_805353,xbpt_oscar_archive_362034.json,0x762,INSERT_ROW INSERT_ROW SET_OBJECT,3,33897,win11refstestmftecmd.raw
805,,STREAM_UPD,/test/elvis_dir_papa_805353,,0x762,UPDATE_STREAM,1,33898,win11refstestmftecmd.raw
806,2026-05-23T07:34:05.162Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,xbpt_output_temp_864816.txt,0x75e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33900,win11refstestmftecmd.raw
807,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,UPDATE_STREAM,1,33901,win11refstestmftecmd.raw
808,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x74e,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33902,win11refstestmftecmd.raw
809,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,ALLOCATE,1,33903,win11refstestmftecmd.raw
810,,MODIFY,/test/elvis_dir_india_800575,,0x760,UPDATE_ROW,1,33904,win11refstestmftecmd.raw
811,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165,,0x76e,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33906,win11refstestmftecmd.raw
812,2026-05-23T07:34:05.121Z,MOVE,/test/elvis_dir_papa_805353,elvis_dir_echo_426942,0x762,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW SET_PARENT_ID,5,33907,win11refstestmftecmd.raw
813,2026-05-23T07:34:05.188Z,CREATE,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165,xbpt_zulu_india_473528.csv,0x76e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33908,win11refstestmftecmd.raw
814,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165,,0x76e,UPDATE_STREAM,1,33909,win11refstestmftecmd.raw
815,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x74e,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33912,win11refstestmftecmd.raw
816,,STREAM_UPD,/test/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324/elvis_dir_output_358165,,0x76e,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33914,win11refstestmftecmd.raw
817,,DELETE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_cache_505509,,0x756,DELETE_TABLE DELETE_ROW DELETE_ROW DELETE_TABLE,4,33915,win11refstestmftecmd.raw
818,,ALLOCATE,/test/elvis_dir_index_149423,,0x75f,ALLOCATE,1,33917,win11refstestmftecmd.raw
819,2026-05-23T07:34:05.284Z,CREATE,OID 0x773,elvis_dir_quebec_896971,0x773,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,33919,win11refstestmftecmd.raw
820,2026-05-23T07:34:04.843Z,MOVE,/test/elvis_dir_index_149423,elvis_dir_report_590629,0x75f,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW SET_PARENT_ID,5,33920,win11refstestmftecmd.raw
821,2026-05-23T07:34:05.294Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_oscar_archive_384713.txt,0x74d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33921,win11refstestmftecmd.raw
822,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_STREAM,1,33922,win11refstestmftecmd.raw
823,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x744,ALLOCATE,1,33924,win11refstestmftecmd.raw
824,2026-05-23T07:34:05.314Z,CREATE,/test/elvis_dir_india_800575,xbpt_cache_lima_454391.txt,0x760,INSERT_ROW INSERT_ROW SET_OBJECT,3,33925,win11refstestmftecmd.raw
825,,STREAM_UPD,/test/elvis_dir_india_800575,,0x760,UPDATE_STREAM,1,33926,win11refstestmftecmd.raw
826,2026-05-23T07:34:05.358Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,xbpt_temp_foxtrot_475776.md,0x75e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33927,win11refstestmftecmd.raw
827,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,UPDATE_STREAM,1,33928,win11refstestmftecmd.raw
828,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_STREAM,1,33929,win11refstestmftecmd.raw
829,,CONTAINER,,,,MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER,16,33930,win11refstestmftecmd.raw
830,2026-05-23T07:34:05.394Z,CREATE,/test/elvis_dir_victor_783323,xbpt_sierra_echo_709659.md,0x754,INSERT_ROW INSERT_ROW SET_OBJECT,3,33931,win11refstestmftecmd.raw
831,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x754,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33932,win11refstestmftecmd.raw
832,2026-05-23T07:34:05.401Z,CREATE,/test/elvis_dir_papa_805353,xbpt_november_hotel_509136.md,0x762,INSERT_ROW INSERT_ROW SET_OBJECT,3,33934,win11refstestmftecmd.raw
833,,STREAM_UPD,/test/elvis_dir_papa_805353,,0x762,UPDATE_STREAM,1,33935,win11refstestmftecmd.raw
834,2026-05-23T07:34:05.413Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_audit_data_437649.txt,0x744,INSERT_ROW INSERT_ROW SET_OBJECT,3,33939,win11refstestmftecmd.raw
835,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x744,UPDATE_STREAM,1,33940,win11refstestmftecmd.raw
836,2026-05-23T07:34:05.419Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_audit_november_543757.cfg,0x744,INSERT_ROW INSERT_ROW SET_OBJECT,3,33941,win11refstestmftecmd.raw
837,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x744,UPDATE_STREAM,1,33942,win11refstestmftecmd.raw
838,,DELETE,/test/elvis_dir_record_449015/elvis_dir_papa_104235,,0x75e,DELETE_TABLE DELETE_ROW DELETE_ROW DELETE_TABLE,4,33943,win11refstestmftecmd.raw
839,2026-05-23T07:34:05.465Z,CREATE,/test/elvis_dir_victor_783323,xbpt_romeo_yankee_383561.cfg,0x754,INSERT_ROW INSERT_ROW SET_OBJECT,3,33971,win11refstestmftecmd.raw
840,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x754,UPDATE_STREAM,1,33972,win11refstestmftecmd.raw
841,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,xbpt_sierra_papa_124233.bin,0x743,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,33975,win11refstestmftecmd.raw
842,2026-05-23T07:34:05.521Z,CREATE,/test/elvis_dir_india_800575,xbpt_delta_lima_807650.tmp,0x760,INSERT_ROW INSERT_ROW SET_OBJECT,3,33976,win11refstestmftecmd.raw
843,,STREAM_UPD,/test/elvis_dir_india_800575,,0x760,UPDATE_STREAM,1,33977,win11refstestmftecmd.raw
844,,STREAM_UPD,/test/elvis_dir_index_149423,,0x75f,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33979,win11refstestmftecmd.raw
845,2026-05-23T07:34:05.408Z,RENAME,/test/elvis_dir_index_149423/elvis_dir_victor_121923,elvis_dir_uniform_716659,0x76c,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33981,win11refstestmftecmd.raw
846,2026-05-23T07:34:05.413Z,MOVE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_audit_data_437649.txt,0x744,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,33982,win11refstestmftecmd.raw
847,2026-05-23T07:34:05.567Z,CREATE,/test/elvis_dir_papa_805353,xbpt_temp_data_294711.md,0x762,INSERT_ROW INSERT_ROW SET_OBJECT,3,33983,win11refstestmftecmd.raw
848,,STREAM_UPD,/test/elvis_dir_papa_805353,,0x762,UPDATE_STREAM,1,33984,win11refstestmftecmd.raw
849,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x754,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,33987,win11refstestmftecmd.raw
850,2026-05-23T07:34:05.583Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_kilo_beta_246643.bin,0x74e,INSERT_ROW INSERT_ROW SET_OBJECT,3,33988,win11refstestmftecmd.raw
851,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x74e,UPDATE_STREAM,1,33989,win11refstestmftecmd.raw
852,2026-05-23T07:34:05.608Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_alpha_cache_742120.dat,0x74d,INSERT_ROW INSERT_ROW SET_OBJECT,3,33992,win11refstestmftecmd.raw
853,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x74d,UPDATE_STREAM,1,33993,win11refstestmftecmd.raw
