seq,timestamp,action,path,name,oid,opcodes,record_count,plcn,image
2114,2026-05-23T07:44:20.894Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374,xbpt_symlink_trace_129311.lnk,0x7bf,INSERT_ROW INSERT_ROW SET_OBJECT,3,35914,win11refstestmftecmd.raw
2115,2026-05-23T07:44:20.979Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580,xbpt_symlink_sync_121160.lnk,0x7cc,INSERT_ROW INSERT_ROW SET_OBJECT,3,35918,win11refstestmftecmd.raw
2116,2026-05-23T07:44:20.990Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/dir_mike_138725,dir_mike_138725,0x7f1,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35920,win11refstestmftecmd.raw
2117,,ENTRY_REMOVE,/testspecials/dir_romeo_413583,,0x7b9,DELETE_ROW,1,35921,win11refstestmftecmd.raw
2118,2026-05-23T07:44:21.052Z,CREATE,/testspecials/dir_romeo_413583/dir_audit_570908,xbpt_temp_output_635532.lnk,0x7e5,INSERT_ROW INSERT_ROW SET_OBJECT,3,35924,win11refstestmftecmd.raw
2119,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_audit_570908,,0x7e5,UPDATE_STREAM,1,35925,win11refstestmftecmd.raw
2120,,UPDATE,/testspecials/dir_romeo_413583/dir_audit_570908,hidden_6473,0x7e5,DELETE_ROW INSERT_ROW,2,35926,win11refstestmftecmd.raw
2121,,UPDATE,/testspecials/dir_romeo_413583/dir_audit_570908,hidden_9718,0x7e5,DELETE_ROW INSERT_ROW,2,35927,win11refstestmftecmd.raw
2122,2026-05-23T07:44:21.065Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133,dir_zulu_270405,0x7f3,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35928,win11refstestmftecmd.raw
2123,2026-05-23T07:44:21.097Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/dir_mike_138725,xbpt_audit_record_375401.ini,0x7f1,INSERT_ROW INSERT_ROW SET_OBJECT,3,35931,win11refstestmftecmd.raw
2124,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/dir_mike_138725,,0x7f1,UPDATE_STREAM,1,35932,win11refstestmftecmd.raw
2125,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863,,0x7f2,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35933,win11refstestmftecmd.raw
2126,,REPARENT,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_mike_981731,xbpt_symlink_foxtrot_666033.lnk,0x7c2,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35934,win11refstestmftecmd.raw
2127,2026-05-23T07:44:21.116Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,xbpt_symlink_kilo_550557.lnk,0x7e3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35935,win11refstestmftecmd.raw
2128,,REPARENT,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_sierra_120452,xbpt_tango_trace_318431.cfg,0x7c0,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35937,win11refstestmftecmd.raw
2129,2026-05-23T07:44:21.132Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133,xbpt_symlink_audit_917511.lnk,0x7f3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35938,win11refstestmftecmd.raw
2130,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133,,0x7f3,DELETE_ROW,1,35939,win11refstestmftecmd.raw
2131,2026-05-23T07:44:21.155Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_victor_557108,dir_echo_545661,0x7f5,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35940,win11refstestmftecmd.raw
2132,2026-05-23T07:44:21.159Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,xbpt_symlink_output_551694.lnk,0x7e3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35941,win11refstestmftecmd.raw
2133,2026-05-23T07:44:21.171Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,xbpt_symlink_tango_897488.lnk,0x7e3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35943,win11refstestmftecmd.raw
2134,2026-05-23T07:44:21.182Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_output_980353,dir_output_980353,0x7f7,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35945,win11refstestmftecmd.raw
2135,,ENTRY_REMOVE,/testspecials,,0x7b3,DELETE_ROW,1,35946,win11refstestmftecmd.raw
2136,2026-05-23T07:44:21.246Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936,xbpt_lima_archive_994389.md,0x7d6,INSERT_ROW INSERT_ROW SET_OBJECT,3,35949,win11refstestmftecmd.raw
2137,,STREAM_UPD,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_draft_894936,,0x7d6,UPDATE_STREAM,1,35950,win11refstestmftecmd.raw
2138,,OP,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,,0x7bb,INSERT_ROW INSERT_ROW INSERT_ROW,3,35951,win11refstestmftecmd.raw
2139,,STREAM_UPD,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909,,0x7e7,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35953,win11refstestmftecmd.raw
2140,2026-05-23T07:44:21.292Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_backup_805530,dir_backup_805530,0x7f8,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35956,win11refstestmftecmd.raw
2141,,ENTRY_REMOVE,/testspecials,,0x7b3,DELETE_ROW,1,35957,win11refstestmftecmd.raw
2142,2026-05-23T07:44:21.345Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532,xbpt_symlink_log_194137.lnk,0x7d7,INSERT_ROW INSERT_ROW SET_OBJECT,3,35960,win11refstestmftecmd.raw
2143,,ENTRY_REMOVE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637,,0x7bc,DELETE_ROW,1,35962,win11refstestmftecmd.raw
2144,2026-05-23T07:44:20.373Z,CREATE,/testspecials,xbpt_hardlink_delta_451055.xml,0x7b3,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35964,win11refstestmftecmd.raw
2145,2026-05-23T07:44:21.384Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,xbpt_symlink_config_546138.lnk,0x7b5,INSERT_ROW INSERT_ROW SET_OBJECT,3,35965,win11refstestmftecmd.raw
2146,,OP,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863,,0x7f2,INSERT_ROW INSERT_ROW INSERT_ROW,3,35967,win11refstestmftecmd.raw
2147,2026-05-23T07:44:21.393Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532,xbpt_symlink_sierra_709734.lnk,0x7d7,INSERT_ROW INSERT_ROW SET_OBJECT,3,35968,win11refstestmftecmd.raw
2148,2026-05-23T07:44:21.437Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_backup_805530,xbpt_symlink_config_751621.lnk,0x7f8,INSERT_ROW INSERT_ROW SET_OBJECT,3,35971,win11refstestmftecmd.raw
2149,,STREAM_UPD,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909,,0x7e7,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35973,win11refstestmftecmd.raw
2150,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863,,0x7f2,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35975,win11refstestmftecmd.raw
2151,2026-05-23T07:44:21.452Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,xbpt_yankee_log_245712.xml,0x7bb,INSERT_ROW INSERT_ROW SET_OBJECT,3,35976,win11refstestmftecmd.raw
2152,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,,0x7bb,UPDATE_STREAM,1,35977,win11refstestmftecmd.raw
2153,2026-05-23T07:44:21.480Z,CREATE,/testspecials/dir_echo_260113,xbpt_record_tango_546969.txt,0x7c6,INSERT_ROW INSERT_ROW SET_OBJECT,3,35979,win11refstestmftecmd.raw
2154,,STREAM_UPD,/testspecials/dir_echo_260113,,0x7c6,UPDATE_STREAM,1,35980,win11refstestmftecmd.raw
2155,2026-05-23T07:44:21.486Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133,xbpt_sierra_whiskey_250371.log,0x7f3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35981,win11refstestmftecmd.raw
2156,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_whiskey_117133,,0x7f3,UPDATE_STREAM,1,35982,win11refstestmftecmd.raw
2157,2026-05-23T07:44:21.495Z,CREATE,/testspecials/dir_romeo_413583/dir_sync_209686,xbpt_oscar_record_687661.cfg,0x7da,INSERT_ROW INSERT_ROW SET_OBJECT,3,35983,win11refstestmftecmd.raw
2158,,UPDATE,/testspecials/dir_romeo_413583/dir_sync_209686,hidden_1092,0x7da,DELETE_ROW INSERT_ROW,2,35984,win11refstestmftecmd.raw
2159,2026-05-23T07:44:19.531Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,xbpt_hardlink_foxtrot_442208.json,0x7bb,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35986,win11refstestmftecmd.raw
2160,2026-05-23T07:44:21.523Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598/dir_mike_138725,xbpt_symlink_zulu_544994.lnk,0x7f1,INSERT_ROW INSERT_ROW SET_OBJECT,3,35987,win11refstestmftecmd.raw
2161,2026-05-23T07:44:21.532Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863/dir_victor_557108,xbpt_audit_beta_288370.bak,0x7f5,INSERT_ROW INSERT_ROW SET_OBJECT,3,35989,win11refstestmftecmd.raw
2162,2026-05-23T07:44:21.573Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580,xbpt_symlink_victor_617552.lnk,0x7cc,INSERT_ROW INSERT_ROW SET_OBJECT,3,35992,win11refstestmftecmd.raw
2163,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580,,0x7cc,DELETE_ROW,1,35993,win11refstestmftecmd.raw
2164,,OP,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374,,0x7bf,INSERT_ROW INSERT_ROW INSERT_ROW,3,35995,win11refstestmftecmd.raw
2165,,OP,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374,,0x7bf,INSERT_ROW INSERT_ROW INSERT_ROW,3,35997,win11refstestmftecmd.raw
2166,2026-05-23T07:44:21.601Z,CREATE,/testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524,dir_cache_906630,0x7fa,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35998,win11refstestmftecmd.raw
2167,2026-05-23T07:44:21.603Z,CREATE,/testspecials/dir_echo_260113,xbpt_lima_echo_432966.xml,0x7c6,INSERT_ROW INSERT_ROW SET_OBJECT,3,35999,win11refstestmftecmd.raw
2168,,STREAM_UPD,/testspecials/dir_echo_260113,,0x7c6,UPDATE_STREAM,1,36000,win11refstestmftecmd.raw
2169,2026-05-23T07:44:18.731Z,RENAME,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_sierra_120452,xbpt_tango_trace_318431.cfg,0x7c0,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,36001,win11refstestmftecmd.raw
2170,,ENTRY_REMOVE,/testspecials,xbpt_victor_mike_621440.xml,0x7b3,DELETE_ROW DELETE_ROW UPDATE_DATA_WITH,3,36002,win11refstestmftecmd.raw
2171,,STREAM_UPD,/testspecials,,0x7b3,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,36003,win11refstestmftecmd.raw
2172,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610,,0x7db,DELETE_ROW,1,36005,win11refstestmftecmd.raw
2173,,STREAM_UPD,/testspecials/dir_mike_420327,,0x7e1,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,36007,win11refstestmftecmd.raw
2174,2026-05-23T07:44:21.746Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,xbpt_symlink_kilo_273575.lnk,0x7b5,INSERT_ROW INSERT_ROW SET_OBJECT,3,36012,win11refstestmftecmd.raw
2175,2026-05-23T07:44:21.361Z,CREATE,/testspecials,xbpt_hardlink_archive_469036.xml,0x7b3,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,36015,win11refstestmftecmd.raw
2176,2026-05-23T07:44:21.229Z,MOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573,xbpt_record_kilo_270510.csv,0x7d2,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,36017,win11refstestmftecmd.raw
2177,2026-05-23T07:44:17.939Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_sierra_120452,xbpt_hardlink_index_242723.lnk,0x7c0,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,36018,win11refstestmftecmd.raw
2178,,ALLOCATE,/testspecials/dir_romeo_413583/dir_audit_570908/dir_quebec_863524,,0x7fa,ALLOCATE,1,36021,win11refstestmftecmd.raw
2179,2026-05-23T07:44:21.837Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871,xbpt_symlink_mike_484005.lnk,0x7f0,INSERT_ROW INSERT_ROW SET_OBJECT,3,36022,win11refstestmftecmd.raw
2180,2026-05-23T07:44:21.846Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,xbpt_oscar_draft_108047.xml,0x7bb,INSERT_ROW INSERT_ROW SET_OBJECT,3,36024,win11refstestmftecmd.raw
2181,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,,0x7bb,UPDATE_STREAM,1,36025,win11refstestmftecmd.raw
2182,2026-05-23T07:44:21.876Z,CREATE,/testspecials/dir_echo_260113/dir_data_161769,xbpt_symlink_backup_442110.lnk,0x7dc,INSERT_ROW INSERT_ROW SET_OBJECT,3,36027,win11refstestmftecmd.raw
2183,,MODIFY,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580,,0x7cc,UPDATE_ROW,1,36030,win11refstestmftecmd.raw
2184,2026-05-23T07:44:21.532Z,MOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,dir_echo_545661,0x7e3,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW SET_PARENT_ID,5,36033,win11refstestmftecmd.raw
2185,,OP,/testspecials/dir_romeo_413583/dir_audit_570908,,0x7e5,INSERT_ROW INSERT_ROW INSERT_ROW,3,36035,win11refstestmftecmd.raw
2186,,OP,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,,0x7b5,INSERT_ROW INSERT_ROW INSERT_ROW,3,36037,win11refstestmftecmd.raw
2187,2026-05-23T07:44:21.960Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_sync_673137,xbpt_config_lima_227243.json,0x7d1,INSERT_ROW INSERT_ROW SET_OBJECT,3,36038,win11refstestmftecmd.raw
2188,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374,,0x7bf,DELETE_ROW,1,36040,win11refstestmftecmd.raw
2189,2026-05-23T07:44:22.018Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,xbpt_symlink_log_172526.lnk,0x7b5,INSERT_ROW INSERT_ROW SET_OBJECT,3,36042,win11refstestmftecmd.raw
2190,,STREAM_UPD,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871,,0x7f0,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,36044,win11refstestmftecmd.raw
2191,2026-05-23T07:44:21.491Z,MOVE,/testspecials/dir_romeo_413583/dir_sync_209686,dir_zulu_270405,0x7da,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW SET_PARENT_ID,5,36046,win11refstestmftecmd.raw
2192,2026-05-23T07:44:21.832Z,MOVE,/testspecials/dir_mike_420327,dir_cache_906630,0x7e1,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW SET_PARENT_ID,5,36047,win11refstestmftecmd.raw
2193,2026-05-23T07:44:22.070Z,CREATE,/testspecials/dir_mike_420327,xbpt_cache_delta_702993.bak,0x7e1,INSERT_ROW INSERT_ROW SET_OBJECT,3,36048,win11refstestmftecmd.raw
2194,,STREAM_UPD,/testspecials/dir_mike_420327,,0x7e1,UPDATE_STREAM,1,36049,win11refstestmftecmd.raw
2195,,OP,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,,0x7e3,INSERT_ROW INSERT_ROW INSERT_ROW,3,36051,win11refstestmftecmd.raw
2196,2026-05-23T07:44:22.095Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_sierra_120452,xbpt_foxtrot_record_777880.dat,0x7c0,INSERT_ROW INSERT_ROW SET_OBJECT,3,36053,win11refstestmftecmd.raw
2197,2026-05-23T07:44:22.115Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871,xbpt_log_romeo_901550.tmp,0x7f0,INSERT_ROW INSERT_ROW SET_OBJECT,3,36055,win11refstestmftecmd.raw
2198,,STREAM_UPD,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871,,0x7f0,UPDATE_STREAM,1,36056,win11refstestmftecmd.raw
2199,2026-05-23T07:44:22.120Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584,xbpt_symlink_alpha_368046.lnk,0x7b7,INSERT_ROW INSERT_ROW SET_OBJECT,3,36057,win11refstestmftecmd.raw
2200,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_record_370580,,0x7cc,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,36059,win11refstestmftecmd.raw
2201,,MODIFY,/testspecials,,0x7b3,FREE,1,36060,win11refstestmftecmd.raw
2202,,REPARENT,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,xbpt_symlink_tango_897488.lnk,0x7e3,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,36063,win11refstestmftecmd.raw
2203,2026-05-23T07:44:22.191Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863,xbpt_symlink_cache_297230.lnk,0x7f2,INSERT_ROW INSERT_ROW SET_OBJECT,3,36065,win11refstestmftecmd.raw
2204,,OP,/testspecials,,0x7b3,INSERT_ROW INSERT_ROW INSERT_ROW,3,36067,win11refstestmftecmd.raw
2205,,ENTRY_REMOVE,/testspecials,,0x7b3,DELETE_ROW,1,36068,win11refstestmftecmd.raw
2206,,ALLOCATE,/testspecials/dir_romeo_413583/dir_kilo_704584,,0x7b7,ALLOCATE,1,36069,win11refstestmftecmd.raw
2207,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572,,0x7be,DELETE_ROW,1,36070,win11refstestmftecmd.raw
2208,,STREAM_UPD,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,,0x7b5,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,36072,win11refstestmftecmd.raw
2209,2026-05-23T07:44:22.259Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,xbpt_trace_echo_189209.ini,0x7e3,INSERT_ROW INSERT_ROW SET_OBJECT,3,36073,win11refstestmftecmd.raw
2210,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_cache_513598,,0x7e3,UPDATE_STREAM,1,36074,win11refstestmftecmd.raw
2211,2026-05-23T07:44:17.863Z,MOVE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637,xbpt_symlink_kilo_256959.lnk,0x7bc,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,36076,win11refstestmftecmd.raw
2212,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_sync_209686,,0x7da,DELETE_ROW,1,36078,win11refstestmftecmd.raw
2213,2026-05-23T07:44:22.321Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663,xbpt_symlink_hotel_835708.lnk,0x7ec,INSERT_ROW INSERT_ROW SET_OBJECT,3,36081,win11refstestmftecmd.raw
2214,,ALLOCATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_report_123351,,0x7cb,ALLOCATE,1,36083,win11refstestmftecmd.raw
2215,2026-05-23T07:44:21.287Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164/dir_report_521909,xbpt_hardlink_backup_305417.lnk,0x7e7,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,36084,win11refstestmftecmd.raw
2216,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453,,0x7e9,DELETE_ROW,1,36086,win11refstestmftecmd.raw
2217,2026-05-23T07:44:22.361Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663,xbpt_symlink_trace_248534.lnk,0x7ec,INSERT_ROW INSERT_ROW SET_OBJECT,3,36087,win11refstestmftecmd.raw
2218,2026-05-23T07:44:22.390Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374,xbpt_symlink_victor_694702.lnk,0x7bf,INSERT_ROW INSERT_ROW SET_OBJECT,3,36089,win11refstestmftecmd.raw
2219,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,36091,win11refstestmftecmd.raw
2220,2026-05-23T07:44:22.406Z,CREATE,/testspecials/dir_mike_420327/dir_sierra_646867,dir_sierra_646867,0x800,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,36092,win11refstestmftecmd.raw
2221,2026-05-23T07:44:22.410Z,CREATE,/testspecials/dir_echo_260113/dir_data_161769,xbpt_symlink_audit_845545.lnk,0x7dc,INSERT_ROW INSERT_ROW SET_OBJECT,3,36093,win11refstestmftecmd.raw
2222,2026-05-23T07:44:22.438Z,CREATE,/testspecials/dir_echo_260113,xbpt_log_record_641814.xml,0x7c6,INSERT_ROW INSERT_ROW SET_OBJECT,3,36096,win11refstestmftecmd.raw
2223,,STREAM_UPD,/testspecials/dir_echo_260113,,0x7c6,UPDATE_STREAM,1,36097,win11refstestmftecmd.raw
2224,,OP,/testspecials/dir_echo_260113,,0x7c6,INSERT_ROW INSERT_ROW INSERT_ROW,3,36099,win11refstestmftecmd.raw
2225,2026-05-23T07:44:22.452Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610,xbpt_victor_papa_192283.xml,0x7db,INSERT_ROW INSERT_ROW SET_OBJECT,3,36100,win11refstestmftecmd.raw
2226,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_papa_331610,,0x7db,UPDATE_STREAM,1,36101,win11refstestmftecmd.raw
2227,,ALLOCATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_report_815374/dir_config_105863,,0x7f2,ALLOCATE,1,36103,win11refstestmftecmd.raw
2228,2026-05-23T07:44:22.477Z,CREATE,/testspecials/dir_echo_260113/dir_data_161769,xbpt_symlink_trace_487746.lnk,0x7dc,INSERT_ROW INSERT_ROW SET_OBJECT,3,36104,win11refstestmftecmd.raw
2229,,DELETE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637/dir_delta_253532,dir_log_670279,0x7d7,DELETE_ROW DELETE_ROW DELETE_TABLE DELETE_ROW,4,36106,win11refstestmftecmd.raw
2230,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_audit_890453/dir_lima_509251,,0x7ff,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,36107,win11refstestmftecmd.raw
2231,2026-05-23T07:44:22.513Z,CREATE,/testspecials/dir_echo_260113/dir_data_161769,xbpt_zulu_zulu_466281.ini,0x7dc,INSERT_ROW INSERT_ROW SET_OBJECT,3,36108,win11refstestmftecmd.raw
2232,,STREAM_UPD,/testspecials/dir_echo_260113/dir_data_161769,,0x7dc,UPDATE_STREAM,1,36109,win11refstestmftecmd.raw
2233,2026-05-23T07:44:22.528Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,xbpt_symlink_config_406534.lnk,0x7b5,INSERT_ROW INSERT_ROW SET_OBJECT,3,36111,win11refstestmftecmd.raw
2234,2026-05-23T07:44:22.536Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_index_989425/dir_data_831112,dir_data_831112,0x802,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,36113,win11refstestmftecmd.raw
2235,2026-05-23T07:44:22.272Z,MOVE,/testspecials/dir_mike_420327,dir_uniform_471095,0x7e1,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW SET_PARENT_ID,5,36116,win11refstestmftecmd.raw
